Report_time,GHID,Reportid,F00,F01,F02,F03,F04,F05,F06
2020100900,xshb,swi,9999.9,0.00,0.00,0.00,0.00,0.00,0.00
2020100900,xshb,tsf,292.97,291.75,291.34,290.96,290.73,290.82,290.63
2020100900,xshb,vpd,0.53,0.40,0.35,0.29,0.27,0.30,0.28
2020100901,shgb,dsf,291.46,290.73,290.44,290.37,290.45,290.37,290.19
2020100901,shgb,lwo,0.00,286.33,285.00,283.67,282.53,281.73,284.43
2020100901,shgb,psf,1012.71,1012.81,1012.01,1012.81,1012.93,1013.18,1013.26
2020100901,shgb,rh,73.03,75.81,76.61,77.38,78.56,78.17,72.96
2020100901,shgb,slp,1012.99,1013.14,1012.34,1013.11,1013.25,1013.47,1013.57
2020100901,shgb,swi,9999.9,0.00,0.00,0.00,0.00,0.00,124.12
2020100901,shgb,tsf,296.48,295.11,294.65,294.42,294.26,294.25,295.17
2020100901,shgb,vpd,0.78,0.65,0.61,0.58,0.54,0.55,0.72
2020100901,tarib,dsf,290.02,289.81,289.69,289.97,290.08,290.04,289.93
2020100901,tarib,lwo,0.00,285.98,285.95,284.35,283.78,283.68,284.27
2020100901,tarib,psf,1001.40,1001.33,1000.38,1001.19,1001.37,1001.59,1001.67
2020100901,tarib,rh,72.89,79.90,80.44,84.15,86.69,87.88,76.17
2020100901,tarib,slp,1013.16,1013.15,1012.12,1012.95,1013.17,1013.39,1013.48
2020100901,tarib,swi,9999.9,0.00,0.00,0.00,0.00,0.00,133.83
2020100901,tarib,tsf,295.02,293.33,293.10,292.68,292.32,292.06,294.22
2020100901,tarib,vpd,0.72,0.48,0.46,0.36,0.30,0.27,0.60
2020100901,xshb,dsf,288.69,288.40,288.40,288.44,288.41,288.30,288.36
2020100901,xshb,lwo,0.00,283.66,283.75,282.50,282.00,280.64,283.69
2020100901,xshb,psf,956.11,956.28,955.55,956.09,956.29,956.57,956.65
2020100901,xshb,rh,77.06,82.25,83.97,85.67,86.29,82.16,74.76
2020100901,xshb,slp,1013.21,1013.23,1012.52,1013.13,1013.37,1013.66,1013.72
2020100901,xshb,swi,9999.9,0.00,0.00,0.00,0.00,0.00,138.91
2020100901,xshb,tsf,292.76,291.44,291.11,290.84,290.69,291.35,292.90
2020100901,xshb,vpd,0.53,0.38,0.33,0.29,0.28,0.38,0.59
2020100902,shgb,dsf,291.23,290.55,290.27,290.13,290.19,290.17,289.98
2020100902,shgb,lwo,0.00,284.34,282.97,283.39,284.84,286.56,288.94
2020100902,shgb,psf,1012.99,1013.17,1012.71,1012.86,1012.65,1012.93,1013.14
2020100902,shgb,rh,72.91,74.99,76.97,77.70,77.92,71.92,61.56
2020100902,shgb,slp,1013.28,1013.48,1012.98,1013.15,1012.93,1013.24,1013.45
2020100902,shgb,swi,9999.9,0.00,0.00,0.00,0.00,130.00,342.32
2020100902,shgb,tsf,296.27,295.10,294.40,294.11,294.12,295.39,297.71
2020100902,shgb,vpd,0.78,0.67,0.59,0.56,0.55,0.76,1.20
2020100902,tarib,dsf,289.81,289.87,289.55,290.07,290.04,289.98,289.98
2020100902,tarib,lwo,0.00,279.62,282.79,284.04,285.04,286.62,289.82
2020100902,tarib,psf,1001.60,1001.65,1001.00,1001.29,1001.01,1001.36,1001.52
2020100902,tarib,rh,71.37,75.04,74.30,80.28,83.16,72.87,61.34
2020100902,tarib,slp,1013.36,1013.42,1012.66,1013.02,1012.78,1013.13,1013.22
2020100902,tarib,swi,9999.9,0.00,0.00,0.00,0.00,133.67,346.87
2020100902,tarib,tsf,295.14,294.39,294.22,293.52,292.93,294.98,297.77
2020100902,tarib,vpd,0.77,0.64,0.65,0.48,0.39,0.72,1.21
2020100902,xshb,dsf,288.19,288.04,288.45,288.29,288.41,288.59,288.86
2020100902,xshb,lwo,0.00,276.88,276.34,283.11,284.08,285.78,288.99
2020100902,xshb,psf,956.32,956.63,956.20,956.42,956.18,956.42,956.67
2020100902,xshb,rh,69.99,71.70,73.57,78.95,81.89,73.82,66.62
2020100902,xshb,slp,1013.22,1013.46,1013.10,1013.37,1013.16,1013.44,1013.49
2020100902,xshb,swi,9999.9,0.00,0.00,0.00,0.00,137.51,352.83
2020100902,xshb,tsf,293.76,293.23,293.24,291.97,291.52,293.34,295.25
2020100902,xshb,vpd,0.74,0.67,0.63,0.46,0.39,0.63,0.90
2020100903,shgb,dsf,291.18,290.51,290.16,290.09,290.20,289.87,289.95
2020100903,shgb,lwo,0.00,284.75,283.80,284.42,285.89,288.70,291.09
2020100903,shgb,psf,1012.94,1013.33,1012.83,1013.20,1012.85,1012.89,1012.86
2020100903,shgb,rh,73.14,75.03,76.59,77.67,71.87,61.17,55.04
2020100903,shgb,slp,1013.21,1013.64,1013.11,1013.48,1013.14,1013.20,1013.17
2020100903,shgb,swi,9999.9,0.00,0.00,0.00,129.94,342.33,537.12
2020100903,shgb,tsf,296.16,295.05,294.37,294.07,295.43,297.70,299.53
2020100903,shgb,vpd,0.76,0.66,0.60,0.56,0.77,1.21,1.56
2020100903,tarib,dsf,289.67,289.49,289.31,289.71,289.76,289.67,289.87
2020100903,tarib,lwo,0.00,283.66,283.77,284.23,286.14,289.44,292.76
2020100903,tarib,psf,1001.61,1001.74,1001.15,1001.61,1001.24,1001.30,1001.12
2020100903,tarib,rh,70.50,77.46,77.51,82.26,72.25,60.30,51.90
2020100903,tarib,slp,1013.29,1013.52,1012.86,1013.39,1012.99,1012.99,1012.72
2020100903,tarib,swi,9999.9,0.00,0.00,0.00,133.85,347.31,542.27
2020100903,tarib,tsf,295.19,293.50,293.30,292.77,294.89,297.72,300.41
2020100903,tarib,vpd,0.79,0.54,0.54,0.41,0.73,1.24,1.76
2020100903,xshb,dsf,288.26,287.98,288.09,288.23,288.42,288.91,289.09
2020100903,xshb,lwo,0.00,280.89,283.30,283.34,285.12,288.48,291.32
2020100903,xshb,psf,956.40,956.81,956.26,956.65,956.32,956.46,956.48
2020100903,xshb,rh,71.31,75.93,78.83,82.04,73.43,67.18,62.20
2020100903,xshb,slp,1013.29,1013.75,1013.21,1013.69,1013.32,1013.24,1013.10
2020100903,xshb,swi,9999.9,0.00,0.00,0.00,137.61,352.94,549.19
2020100903,xshb,tsf,293.54,292.25,291.78,291.30,293.24,295.18,296.60
2020100903,xshb,vpd,0.70,0.54,0.46,0.38,0.63,0.88,1.10
2020100904,shgb,dsf,291.13,290.47,290.06,290.06,289.90,289.84,290.27
2020100904,shgb,lwo,0.00,285.26,284.86,285.69,288.87,291.16,293.14
2020100904,shgb,psf,1012.96,1013.35,1012.97,1013.42,1012.83,1012.74,1012.52
2020100904,shgb,rh,73.55,74.91,75.85,70.35,61.00,54.60,52.30
2020100904,shgb,slp,1013.24,1013.65,1013.26,1013.72,1013.13,1013.04,1012.81
2020100904,shgb,swi,9999.9,0.00,0.00,130.00,342.41,537.22,690.57
2020100904,shgb,tsf,296.02,295.04,294.42,295.63,297.78,299.55,300.73
2020100904,shgb,vpd,0.75,0.67,0.62,0.82,1.22,1.58,1.78
2020100904,tarib,dsf,289.53,289.32,289.23,289.50,289.57,289.74,290.13
2020100904,tarib,lwo,0.00,284.62,284.75,285.44,289.79,292.75,295.63
2020100904,tarib,psf,1001.62,1001.91,1001.23,1001.83,1001.26,1001.02,1000.61
2020100904,tarib,rh,70.04,76.29,77.39,70.58,59.88,51.84,47.39
2020100904,tarib,slp,1013.33,1013.66,1012.96,1013.61,1012.95,1012.63,1012.12
2020100904,tarib,swi,9999.9,0.00,0.00,133.84,347.47,542.64,695.96
2020100904,tarib,tsf,295.15,293.56,293.24,295.00,297.73,300.29,302.22
2020100904,tarib,vpd,0.80,0.58,0.54,0.78,1.25,1.75,2.14
2020100904,xshb,dsf,288.33,288.04,288.19,288.54,288.94,289.12,289.23
2020100904,xshb,lwo,0.00,283.29,283.48,284.44,288.71,290.88,293.05
2020100904,xshb,psf,956.48,957.01,956.36,956.85,956.37,956.42,956.22
2020100904,xshb,rh,73.22,79.17,81.92,74.10,67.73,63.29,58.52
2020100904,xshb,slp,1013.43,1013.97,1013.39,1013.88,1013.21,1013.07,1012.65
2020100904,xshb,swi,9999.9,0.00,0.00,137.64,353.21,549.38,703.30
2020100904,xshb,tsf,293.20,291.66,291.28,293.22,295.07,296.35,297.74
2020100904,xshb,vpd,0.64,0.45,0.38,0.62,0.86,1.06,1.30
2020100905,shgb,dsf,291.07,290.40,289.84,289.69,289.88,290.09,290.39
2020100905,shgb,lwo,0.00,285.78,286.31,288.59,291.69,293.06,294.18
2020100905,shgb,psf,1013.03,1013.54,1013.00,1013.43,1012.79,1012.57,1012.30
2020100905,shgb,rh,73.17,74.99,68.22,59.62,54.17,51.31,50.93
2020100905,shgb,slp,1013.29,1013.82,1013.31,1013.74,1013.11,1012.87,1012.57
2020100905,shgb,swi,9999.9,0.00,129.98,342.38,537.33,690.65,788.29
2020100905,shgb,tsf,296.04,294.96,295.89,297.93,299.72,300.85,301.31
2020100905,shgb,vpd,0.76,0.66,0.89,1.28,1.61,1.83,1.89
2020100905,tarib,dsf,289.39,289.22,289.21,289.38,289.82,290.14,290.31
2020100905,tarib,lwo,0.00,285.30,286.43,289.18,293.31,295.63,297.58
2020100905,tarib,psf,1001.66,1001.99,1001.33,1001.84,1001.05,1000.61,1000.19
2020100905,tarib,rh,69.05,75.52,65.98,58.39,51.86,47.23,44.51
2020100905,tarib,slp,1013.40,1013.71,1013.09,1013.53,1012.66,1012.17,1011.65
2020100905,tarib,swi,9999.9,0.00,133.86,347.35,542.66,696.16,793.00
2020100905,tarib,tsf,295.23,293.62,295.77,297.95,300.37,302.29,303.48
2020100905,tarib,vpd,0.83,0.60,0.95,1.32,1.76,2.16,2.43
2020100905,xshb,dsf,288.27,288.15,288.52,288.93,289.13,289.23,289.48
2020100905,xshb,lwo,0.00,283.61,285.19,287.74,291.24,292.82,294.89
2020100905,xshb,psf,956.56,957.19,956.53,956.96,956.44,956.30,955.97
2020100905,xshb,rh,74.25,81.00,74.42,68.20,64.19,58.18,55.06
2020100905,xshb,slp,1013.58,1014.22,1013.58,1013.83,1013.14,1012.69,1012.14
2020100905,xshb,swi,9999.9,0.00,137.74,353.12,549.65,703.46,800.65
2020100905,xshb,tsf,292.91,291.42,293.13,294.95,296.14,297.84,299.02
2020100905,xshb,vpd,0.60,0.40,0.60,0.84,1.02,1.32,1.52
2020100906,shgb,dsf,291.21,290.18,289.74,289.91,290.19,290.37,290.56
2020100906,shgb,lwo,0.00,286.90,288.65,290.76,292.71,293.80,294.42
2020100906,shgb,psf,1013.32,1013.48,1012.81,1013.14,1012.50,1012.08,1011.66
2020100906,shgb,rh,72.76,67.15,58.79,54.72,51.38,50.78,51.36
2020100906,shgb,slp,1013.60,1013.76,1013.13,1013.46,1012.80,1012.37,1011.93
2020100906,shgb,swi,9999.9,129.86,342.31,537.19,690.53,788.19,821.70
2020100906,shgb,tsf,296.28,296.51,298.21,299.58,300.94,301.33,301.34
2020100906,shgb,vpd,0.78,0.95,1.33,1.58,1.84,1.90,1.88
2020100906,tarib,dsf,289.78,289.68,289.59,290.15,290.14,290.28,290.40
2020100906,tarib,lwo,0.00,286.97,290.23,292.65,295.39,297.05,298.55
2020100906,tarib,psf,1001.93,1001.81,1001.14,1001.30,1000.64,999.99,999.34
2020100906,tarib,rh,70.45,65.39,56.64,51.42,47.73,44.63,42.75
2020100906,tarib,slp,1013.66,1013.57,1012.80,1012.89,1012.16,1011.48,1010.77
2020100906,tarib,swi,9999.9,133.83,347.42,542.40,695.89,793.15,825.54
2020100906,tarib,tsf,295.32,296.42,298.67,300.87,302.11,303.40,304.26
2020100906,tarib,vpd,0.80,1.00,1.43,1.83,2.11,2.41,2.62
2020100906,xshb,dsf,288.81,288.89,289.12,289.24,289.47,289.58,289.81
2020100906,xshb,lwo,0.00,285.85,288.58,290.32,292.69,294.42,296.30
2020100906,xshb,psf,956.74,957.13,956.41,956.73,956.22,955.81,955.24
2020100906,xshb,rh,73.60,72.49,68.36,64.03,59.15,55.45,53.32
2020100906,xshb,slp,1013.69,1014.07,1013.21,1013.44,1012.62,1011.97,1011.18
2020100906,xshb,swi,9999.9,137.63,353.07,549.35,703.24,800.54,832.77
2020100906,xshb,tsf,293.61,293.94,295.11,296.30,297.82,299.00,299.90
2020100906,xshb,vpd,0.64,0.68,0.84,1.03,1.28,1.50,1.66
2020100907,shgb,dsf,291.34,290.02,289.88,290.14,290.30,290.49,290.81
2020100907,shgb,lwo,0.00,289.19,291.04,292.35,293.15,293.27,294.12
2020100907,shgb,psf,1013.62,1013.22,1012.69,1012.78,1012.31,1011.74,1011.06
2020100907,shgb,rh,71.60,59.57,53.99,51.32,49.48,51.26,52.54
2020100907,shgb,slp,1013.88,1013.51,1012.99,1013.08,1012.58,1012.02,1011.33
2020100907,shgb,swi,9999.9,342.21,537.20,690.57,788.01,821.25,788.22
2020100907,shgb,tsf,296.67,298.30,299.78,300.90,301.70,301.31,301.24
2020100907,shgb,vpd,0.83,1.31,1.62,1.83,1.99,1.88,1.82
2020100907,tarib,dsf,290.15,289.51,289.91,290.34,290.27,290.36,290.50
2020100907,tarib,lwo,0.00,289.62,293.09,295.32,296.38,297.65,298.72
2020100907,tarib,psf,1002.20,1001.48,1000.81,1000.82,1000.26,999.42,998.74
2020100907,tarib,rh,70.71,55.41,50.25,47.27,44.44,42.80,43.50
2020100907,tarib,slp,1013.91,1013.14,1012.40,1012.33,1011.72,1010.85,1010.16
2020100907,tarib,swi,9999.9,347.30,542.71,695.84,792.70,825.32,791.04
2020100907,tarib,tsf,295.65,298.95,300.99,302.49,303.45,304.20,304.07
2020100907,tarib,vpd,0.81,1.50,1.89,2.18,2.43,2.61,2.56
2020100907,xshb,dsf,289.34,289.36,289.33,289.49,289.60,289.72,289.96
2020100907,xshb,lwo,0.00,288.60,290.89,292.53,293.68,295.24,297.19
2020100907,xshb,psf,956.92,956.83,956.28,956.47,956.00,955.29,954.54
2020100907,xshb,rh,72.56,67.28,62.96,58.83,55.53,53.04,52.72
2020100907,xshb,slp,1013.74,1013.57,1012.87,1012.87,1012.17,1011.25,1010.37
2020100907,xshb,swi,9999.9,353.12,549.19,703.08,800.13,832.47,797.60
2020100907,xshb,tsf,294.38,295.62,296.66,297.94,299.00,299.89,300.25
2020100907,xshb,vpd,0.70,0.90,1.09,1.30,1.50,1.67,1.72
2020100908,shgb,dsf,291.47,289.91,290.13,290.63,290.96,291.53,291.95
2020100908,shgb,lwo,0.00,288.07,289.99,291.36,292.22,294.16,295.30
2020100908,shgb,psf,1014.35,1013.92,1013.52,1013.18,1012.28,1011.09,1010.33
2020100908,shgb,rh,69.94,54.38,50.98,50.33,51.28,54.07,58.13
2020100908,shgb,slp,1014.60,1014.20,1013.78,1013.48,1012.54,1011.38,1010.62
2020100908,shgb,swi,9999.9,535.97,689.37,786.60,820.02,786.89,689.06
2020100908,shgb,tsf,297.19,299.69,301.00,301.76,301.80,301.53,300.76
2020100908,shgb,vpd,0.91,1.60,1.86,1.97,1.93,1.80,1.56
2020100908,tarib,dsf,290.59,289.82,290.13,290.41,290.41,290.44,290.90
2020100908,tarib,lwo,0.00,289.85,292.73,295.33,296.38,299.07,300.02
2020100908,tarib,psf,1002.89,1002.05,1001.58,1001.12,1000.05,998.83,998.04
2020100908,tarib,rh,66.06,51.67,46.65,44.27,42.84,43.20,46.34
2020100908,tarib,slp,1014.54,1013.68,1013.09,1012.58,1011.48,1010.24,1009.49
2020100908,tarib,swi,9999.9,541.39,694.43,791.86,824.84,790.89,692.12
2020100908,tarib,tsf,297.21,300.43,302.49,303.68,304.24,304.12,303.43
2020100908,tarib,vpd,1.03,1.77,2.21,2.47,2.61,2.58,2.34
2020100908,xshb,dsf,289.91,289.76,289.65,289.77,289.95,289.95,290.35
2020100908,xshb,lwo,0.00,288.33,290.32,292.13,293.63,297.16,298.74
2020100908,xshb,psf,957.59,957.47,957.27,956.92,955.92,954.71,953.88
2020100908,xshb,rh,71.58,63.83,59.50,56.17,53.71,53.44,56.16
2020100908,xshb,slp,1014.32,1014.12,1013.72,1013.16,1011.90,1010.61,1009.79
2020100908,xshb,swi,9999.9,548.49,702.01,799.38,832.00,797.33,697.93
2020100908,xshb,tsf,295.19,296.88,297.92,298.99,299.93,300.01,299.62
2020100908,xshb,vpd,0.76,1.07,1.28,1.48,1.65,1.67,1.53
2020100909,shgb,dsf,291.59,290.11,290.65,290.99,291.13,291.40,291.97
2020100909,shgb,lwo,0.00,289.55,291.24,292.53,293.48,295.00,295.41
2020100909,shgb,psf,1014.03,1013.42,1012.63,1012.28,1011.45,1010.68,1010.14
2020100909,shgb,rh,67.90,51.70,51.64,52.11,52.49,55.34,61.03
2020100909,shgb,slp,1014.27,1013.72,1012.88,1012.58,1011.71,1010.96,1010.43
2020100909,shgb,swi,9999.9,689.08,787.02,819.98,787.00,689.50,536.23
2020100909,shgb,tsf,297.80,300.75,301.35,301.56,301.59,300.99,299.97
2020100909,shgb,vpd,1.01,1.80,1.87,1.88,1.86,1.69,1.39
2020100909,tarib,dsf,290.90,290.40,290.28,290.43,290.68,290.52,290.97
2020100909,tarib,lwo,0.00,290.35,294.95,297.13,297.96,299.33,299.64
2020100909,tarib,psf,1002.42,1001.50,1000.50,1000.09,999.18,998.43,997.87
2020100909,tarib,rh,65.26,49.53,44.50,43.24,43.51,44.86,48.77
2020100909,tarib,slp,1014.05,1013.08,1011.97,1011.55,1010.58,1009.86,1009.33
2020100909,tarib,swi,9999.9,694.44,791.69,824.67,790.49,691.74,537.51
2020100909,tarib,tsf,297.73,301.77,303.45,304.10,304.27,303.57,302.64
2020100909,tarib,vpd,1.09,2.00,2.42,2.57,2.58,2.43,2.14
2020100909,xshb,dsf,290.35,290.22,289.97,290.01,290.03,290.23,290.48
2020100909,xshb,lwo,0.00,288.34,292.76,294.46,295.53,297.48,298.11
2020100909,xshb,psf,957.19,957.05,956.32,955.95,955.13,954.29,953.69
2020100909,xshb,rh,70.73,62.37,57.48,54.66,54.63,55.64,58.52
2020100909,xshb,slp,1013.79,1013.53,1012.56,1012.02,1011.10,1010.20,1009.65
2020100909,xshb,swi,9999.9,702.03,799.35,832.02,797.08,697.72,541.53
2020100909,xshb,tsf,295.84,297.75,298.83,299.71,299.73,299.65,299.08
2020100909,xshb,vpd,0.82,1.18,1.42,1.59,1.60,1.55,1.41
2020100910,shgb,dsf,291.71,290.41,290.98,291.33,291.18,291.55,291.71
2020100910,shgb,lwo,0.00,290.63,292.08,293.19,294.65,295.39,295.00
2020100910,shgb,psf,1013.72,1013.04,1011.84,1011.54,1010.71,1010.30,1009.94
2020100910,shgb,rh,66.00,51.46,52.90,54.81,54.13,58.09,63.21
2020100910,shgb,slp,1013.96,1013.32,1012.10,1011.84,1010.97,1010.58,1010.23
2020100910,shgb,swi,9999.9,786.69,820.39,786.58,689.79,536.35,341.67
2020100910,shgb,tsf,298.39,301.15,301.30,301.07,301.13,300.34,299.10
2020100910,shgb,vpd,1.11,1.86,1.82,1.72,1.75,1.53,1.25
2020100910,tarib,dsf,291.24,290.83,290.49,290.51,290.96,290.81,291.06
2020100910,tarib,lwo,0.00,293.13,296.64,298.04,298.65,299.26,298.83
2020100910,tarib,psf,1001.97,1000.97,999.59,999.26,998.51,998.08,997.87
2020100910,tarib,rh,65.40,47.95,44.10,43.83,46.03,47.46,53.21
2020100910,tarib,slp,1013.56,1012.50,1011.03,1010.70,1009.92,1009.51,1009.36
2020100910,tarib,swi,9999.9,791.52,824.74,790.40,691.73,537.10,341.31
2020100910,tarib,tsf,298.05,302.78,303.83,303.95,303.62,302.93,301.27
2020100910,tarib,vpd,1.10,2.19,2.50,2.52,2.38,2.23,1.80
2020100910,xshb,dsf,290.79,290.58,290.16,290.16,290.25,290.38,290.61
2020100910,xshb,lwo,0.00,289.70,294.26,295.91,296.68,297.55,297.14
2020100910,xshb,psf,956.80,956.55,955.47,955.10,954.42,953.96,953.56
2020100910,xshb,rh,69.71,60.34,57.29,55.11,56.27,58.42,63.06
2020100910,xshb,slp,1013.25,1012.87,1011.63,1011.11,1010.36,1009.93,1009.65
2020100910,xshb,swi,9999.9,798.97,832.01,797.03,697.25,541.65,343.88
2020100910,xshb,tsf,296.53,298.67,299.08,299.72,299.47,298.99,297.98
2020100910,xshb,vpd,0.88,1.31,1.45,1.58,1.52,1.40,1.17
2020100911,shgb,dsf,291.83,290.75,291.31,292.00,291.26,291.49,291.46
2020100911,shgb,lwo,0.00,291.65,292.57,293.97,295.39,295.52,294.39
2020100911,shgb,psf,1013.29,1012.58,1011.04,1010.73,1010.06,1009.97,1009.71
2020100911,shgb,rh,64.13,51.89,54.97,59.42,57.08,62.08,66.52
2020100911,shgb,slp,1013.52,1012.90,1011.31,1011.05,1010.32,1010.25,1009.99
2020100911,shgb,swi,9999.9,819.97,786.89,688.92,536.45,341.80,129.45
2020100911,shgb,tsf,298.99,301.39,301.01,300.44,300.32,299.17,298.00
2020100911,shgb,vpd,1.21,1.87,1.71,1.49,1.56,1.29,1.06
2020100911,tarib,dsf,291.56,291.05,290.59,290.88,291.24,290.92,291.09
2020100911,tarib,lwo,0.00,294.48,297.62,298.65,298.74,298.39,297.18
2020100911,tarib,psf,1001.46,1000.41,998.76,998.46,997.92,997.92,997.88
2020100911,tarib,rh,64.79,46.50,44.60,46.91,49.93,52.64,59.68
2020100911,tarib,slp,1013.03,1011.87,1010.18,1009.92,1009.36,1009.41,1009.42
2020100911,tarib,swi,9999.9,823.99,790.44,691.57,537.18,341.13,127.79
2020100911,tarib,tsf,298.54,303.54,303.74,303.21,302.54,301.30,299.39
2020100911,tarib,vpd,1.15,2.35,2.46,2.29,2.08,1.83,1.39
2020100911,xshb,dsf,291.42,290.69,290.26,290.37,290.64,290.57,290.50
2020100911,xshb,lwo,0.00,291.54,295.25,296.69,297.49,297.35,295.75
2020100911,xshb,psf,956.40,956.11,954.64,954.31,953.72,953.59,953.49
2020100911,xshb,rh,69.88,59.01,57.08,57.45,60.01,62.83,69.61
2020100911,xshb,slp,1012.63,1012.32,1010.72,1010.33,1009.67,1009.67,1009.79
2020100911,xshb,swi,9999.9,831.02,796.91,697.16,541.29,343.96,128.28
2020100911,xshb,tsf,297.15,299.15,299.25,299.26,298.82,298.00,296.25
2020100911,xshb,vpd,0.91,1.39,1.47,1.46,1.33,1.18,0.87
2020100912,shgb,dsf,292.14,290.80,291.28,291.62,291.38,291.72,291.97
2020100912,shgb,lwo,0.00,292.86,293.42,294.27,294.98,294.14,293.29
2020100912,shgb,psf,1012.35,1011.87,1010.58,1010.48,1010.18,1010.42,1010.37
2020100912,shgb,rh,65.44,52.56,56.46,59.86,61.12,67.83,75.73
2020100912,shgb,slp,1012.58,1012.15,1010.85,1010.79,1010.47,1010.72,1010.67
2020100912,shgb,swi,9999.9,786.90,689.47,536.27,342.00,129.38,0.00
2020100912,shgb,tsf,298.98,301.21,300.53,299.92,299.32,297.95,296.42
2020100912,shgb,vpd,1.16,1.82,1.61,1.43,1.34,1.02,0.70
2020100912,tarib,dsf,291.72,291.13,290.69,290.89,291.09,291.01,291.27
2020100912,tarib,lwo,0.00,296.35,298.13,298.59,297.84,296.60,295.00
2020100912,tarib,psf,1000.46,999.55,998.23,998.32,998.17,998.57,998.72
2020100912,tarib,rh,65.52,46.15,45.75,49.48,53.24,58.66,68.50
2020100912,tarib,slp,1011.99,1011.03,1009.70,1009.81,1009.66,1010.11,1010.34
2020100912,tarib,swi,9999.9,789.34,691.21,537.11,341.29,127.69,0.00
2020100912,tarib,tsf,298.52,303.75,303.43,302.31,301.29,299.59,297.32
2020100912,tarib,vpd,1.13,2.39,2.37,2.07,1.80,1.44,0.96
2020100912,xshb,dsf,291.68,290.73,290.27,290.35,290.70,290.70,290.38
2020100912,xshb,lwo,0.00,293.33,295.80,296.87,296.58,295.40,293.27
2020100912,xshb,psf,955.48,955.41,954.18,954.07,953.84,954.11,954.18
2020100912,xshb,rh,70.22,58.55,57.78,59.68,63.92,69.79,78.59
2020100912,xshb,slp,1011.65,1011.51,1010.22,1010.16,1009.93,1010.43,1010.86
2020100912,xshb,swi,9999.9,796.07,696.99,541.20,343.73,128.24,0.00
2020100912,xshb,tsf,297.34,299.33,299.06,298.62,297.85,296.43,294.18
2020100912,xshb,vpd,0.91,1.43,1.43,1.33,1.14,0.87,0.54
2020100913,shgb,dsf,292.45,290.84,291.23,291.52,291.58,292.09,291.94
2020100913,shgb,lwo,0.00,293.98,294.06,294.22,294.25,292.95,292.65
2020100913,shgb,psf,1011.49,1011.17,1010.07,1010.34,1010.36,1010.90,1010.92
2020100913,shgb,rh,66.34,54.24,57.86,62.93,67.23,76.24,79.18
2020100913,shgb,slp,1011.73,1011.44,1010.34,1010.65,1010.65,1011.20,1011.22
2020100913,shgb,swi,9999.9,689.41,536.50,341.81,129.49,0.00,0.00
2020100913,shgb,tsf,299.08,300.73,300.06,298.98,297.95,296.42,295.66
2020100913,shgb,vpd,1.14,1.71,1.51,1.25,1.04,0.69,0.57
2020100913,tarib,dsf,291.91,291.19,290.73,290.80,290.93,291.13,291.36
2020100913,tarib,lwo,0.00,297.29,297.83,297.84,296.47,294.25,293.96
2020100913,tarib,psf,999.58,998.89,997.91,998.33,998.57,999.26,999.32
2020100913,tarib,rh,62.56,47.34,48.39,52.67,59.08,67.71,73.81
2020100913,tarib,slp,1011.09,1010.32,1009.37,1009.84,1010.11,1010.87,1010.99
2020100913,tarib,swi,9999.9,690.53,536.56,341.15,127.79,0.00,0.00
2020100913,tarib,tsf,299.48,303.39,302.52,301.16,299.39,297.36,296.20
2020100913,tarib,vpd,1.30,2.29,2.14,1.81,1.41,0.99,0.75
2020100913,xshb,dsf,291.93,290.80,290.39,290.17,290.64,290.56,290.30
2020100913,xshb,lwo,0.00,295.57,296.02,295.96,294.77,292.49,292.19
2020100913,xshb,psf,954.57,954.71,953.74,954.02,954.06,954.71,954.65
2020100913,xshb,rh,71.19,59.71,60.75,62.98,70.97,79.41,82.68
2020100913,xshb,slp,1010.66,1010.76,1009.85,1010.23,1010.44,1011.41,1011.51
2020100913,xshb,swi,9999.9,696.71,540.96,343.56,128.20,0.00,0.00
2020100913,xshb,tsf,297.37,299.07,298.37,297.54,296.09,294.20,293.29
2020100913,xshb,vpd,0.88,1.36,1.27,1.14,0.82,0.52,0.41
2020100914,shgb,dsf,292.36,290.97,291.46,291.70,292.09,291.97,291.96
2020100914,shgb,lwo,0.00,292.44,291.38,291.41,291.04,292.10,292.50
2020100914,shgb,psf,1011.34,1011.42,1010.77,1010.97,1010.82,1011.04,1011.28
2020100914,shgb,rh,64.79,56.19,61.52,67.31,75.88,78.59,80.89
2020100914,shgb,slp,1011.57,1011.68,1011.05,1011.25,1011.09,1011.34,1011.60
2020100914,shgb,swi,9999.9,535.34,340.90,128.90,0.00,0.00,0.00
2020100914,shgb,tsf,299.37,300.28,299.29,298.05,296.50,295.82,295.34
2020100914,shgb,vpd,1.21,1.59,1.32,1.04,0.70,0.60,0.52
2020100914,tarib,dsf,292.45,291.53,290.87,290.92,291.28,291.48,291.66
2020100914,tarib,lwo,0.00,295.63,294.64,293.69,292.78,293.02,293.33
2020100914,tarib,psf,999.39,999.18,998.77,999.20,999.23,999.39,999.68
2020100914,tarib,rh,63.71,49.77,52.07,58.05,67.99,73.45,78.29
2020100914,tarib,slp,1010.88,1010.61,1010.26,1010.73,1010.83,1011.06,1011.38
2020100914,tarib,swi,9999.9,534.82,339.80,127.16,0.00,0.00,0.00
2020100914,tarib,tsf,299.75,302.90,301.43,299.68,297.45,296.40,295.56
2020100914,tarib,vpd,1.28,2.13,1.86,1.47,0.98,0.77,0.60
2020100914,xshb,dsf,292.18,290.91,290.69,290.42,290.86,290.63,290.53
